id,tokens,intent
1183,what type of aircraft does eastern fly from atlanta to denver before 6 pm,"AskFlight, AskFlightWithAirline"
4428,show me all flights from san diego to phoenix on a boeing 737,AskFlight
4679,okay and then from pittsburgh i'd like to travel to atlanta on september fourth,AskFlight
2941,i need fare information from denver to pittsburgh,"AskFlight, AskFlightWithCost"
486,what flights are available from dallas to atlanta with one way economy fares,"AskFlight, AskFlightWithCost"
4081,i want a flight from boston to atlanta,AskFlight
5093,what's the cheapest flight from columbus to st. louis round trip on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2548,i'd like to fly from denver to pittsburgh to atlanta could you find me the cheapest way to do this,"AskFlight, AskFlightWithCost"
2678,what is the cheapest fare between atlanta and san francisco,"AskFlight, AskFlightWithCost"
4422,list all flights on united from san francisco to boston with fare code qx,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2545,what is the cheapest fare between denver and boston,"AskFlight, AskFlightWithCost"
3795,what are the flights from denver to san francisco,AskFlight
446,round trip air fares from baltimore to philadelphia less than 1000 dollars,"AskFlight, AskFlightWithCost"
5276,list all american airlines from milwaukee to phoenix on saturday,"AskFlight, AskFlightWithAirline"
105,show me all the flights arriving in charlotte around 5 pm next monday please,AskFlight
1003,show me the earliest flight from san jose to pittsburgh that serves a snack,AskFlight
4556,how much is a first class ticket from baltimore to san francisco,"AskFlight, AskFlightWithCost"
1273,i need a flight from los angeles to charlotte today,AskFlight
4145,list flights from denver to baltimore,AskFlight
438,please show me flights which cost less than or equal to 466 dollars from new york to miami leaving on a tuesday,"AskFlight, AskFlightWithCost"
1981,what is the round trip thrift fare on us air from boston to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1634,how much is the 718 am flight from las vegas to new york twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1349,list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm,"AskFlight, AskFlightWithAirline"
487,what flights are available from atlanta to oakland with one way economy fares,"AskFlight, AskFlightWithCost"
2589,lowest fare from san francisco to san diego,"AskFlight, AskFlightWithCost"
1865,show me round trip fares from las vegas to houston nonstop,"AskFlight, AskFlightWithCost"
3859,what are the flights from pittsburgh to denver,AskFlight
1857,how much does it cost to fly directly from philadelphia to san francisco on american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1014,what flights from st. paul to kansas city on friday with lunch served,AskFlight
2556,flying from pittsburgh to atlanta on september fourth what would be the cheapest flight,"AskFlight, AskFlightWithCost"
5130,show business class fares on us air from boston to toronto,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2635,show me the cheapest round trips from dallas to baltimore,"AskFlight, AskFlightWithCost"
1271,give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee,"AskFlight, AskFlightWithAirline"
5464,which city is cheapest to fly into .,"AskFlight, AskFlightWithCost"
5094,how much does it cost to fly on twa from columbus to milwaukee,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1427,what is american's last flight from boston to washington dc on july twenty first,"AskFlight, AskFlightWithAirline"
3687,i need a flight on friday from newark to tampa,AskFlight
3037,i want to fly united airlines from boston to denver,"AskFlight, AskFlightWithAirline"
2808,i want to leave boston at 838,AskFlight
2535,list the cheapest flight from charlotte to memphis,"AskFlight, AskFlightWithCost"
2540,i want to see the cheapest flight from atlanta to baltimore,"AskFlight, AskFlightWithCost"
1548,is there a united flight from baltimore to san francisco on the morning of august twenty seventh,"AskFlight, AskFlightWithAirline"
5340,american flights from cincinnati to houston,"AskFlight, AskFlightWithAirline"
2781,show me all round trip flights between houston and las vegas,AskFlight
2914,list the fares of midway airlines flights from boston to philadelphia,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4558,show flights first class on american airlines between dallas and philadelphia,"AskFlight, AskFlightWithAirline"
2980,list the alaska airline flights from burbank,"AskFlight, AskFlightWithAirline"
5351,what flights depart newark for tampa on friday,AskFlight
1517,what is the cheapest flight from denver to pittsburgh on july twenty sixth,"AskFlight, AskFlightWithCost"
1468,list all round trip fares from pittsburgh to washington dc,"AskFlight, AskFlightWithCost"
1927,how much does a first class ticket cost from boston to san francisco round trip,"AskFlight, AskFlightWithCost"
2642,what is your cheapest flight from pittsburgh to denver,"AskFlight, AskFlightWithCost"
4036,show me all the flights from philadelphia to newark,AskFlight
1919,show me the prices of first class tickets on us air round trip from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3291,flights from denver to seattle on saturday morning on continental,"AskFlight, AskFlightWithAirline"
4101,what flights from tampa to cincinnati,AskFlight
4793,what are the flights from memphis to las vegas,AskFlight
4452,what is the price of american airlines flight 19 from new york to los angeles,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2097,i need to take ten people from denver to san diego with a stopover in phoenix please give me the flights,AskFlight
126,list the cheapest one way flight from miami florida to charlotte north carolina,"AskFlight, AskFlightWithCost"
4654,show me the cheapest one way fares from san diego to miami,"AskFlight, AskFlightWithCost"
3038,give me the flights for american airline from dallas to san francisco,"AskFlight, AskFlightWithAirline"
2937,how much does it cost to fly on american from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1857,how much does it cost to fly directly from philadelphia to san francisco on american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2281,on united airlines flying from denver to san francisco before 10 am what type of aircraft is used,"AskFlight, AskFlightWithAirline"
906,list all united flights from boston to san francisco with fare code qx,"AskFlight, AskFlightWithAirline"
4098,show me the flights from atlanta to philadelphia,AskFlight
3035,show flights from pittsburgh to oakland on us airlines with fare information,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4926,what are the two american airlines flights that leave from dallas to san francisco in the evening,"AskFlight, AskFlightWithAirline"
2162,all northwest flights with stopovers in denver,"AskFlight, AskFlightWithAirline"
2460,tell me the last flight from atlanta to philadelphia,AskFlight
768,give me the least expensive first class round trip ticket on us air from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
773,which are the least expensive flights between dallas and baltimore on july nineteenth,"AskFlight, AskFlightWithCost"
797,what is the most expensive one way fare from boston to atlanta on american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1572,what are the flights from kansas city to burbank on saturday may twenty two on america west,"AskFlight, AskFlightWithAirline"
2681,i'd like to fly from boston to san francisco could you find me the cheapest fare,"AskFlight, AskFlightWithCost"
3190,how about a flight from milwaukee to st. louis that leaves monday night,AskFlight
745,please list any flight available leaving oakland california tuesday arriving philadelphia wednesday,AskFlight
3926,show me all flights from pittsburgh to atlanta,AskFlight
4643,what is the cheapest fare from dallas to denver on delta,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3224,please list the flights for me that leave dallas on tuesday morning and arrive in atlanta,AskFlight
4768,when are the american flights from phoenix to milwaukee,"AskFlight, AskFlightWithAirline"
4403,what's the price of the least expensive first class round trip ticket on us air from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2087,i would like a flight on american airlines from baltimore to san francisco with a stop in denver,"AskFlight, AskFlightWithAirline"
,cheapest flight from miami to indianapolis,"AskFlight, AskFlightWithCost"
2926,show me the fare from dallas to san francisco,"AskFlight, AskFlightWithCost"
1551,give me the flights with the fares on december twenty seventh from indianapolis to orlando,"AskFlight, AskFlightWithCost"
4504,what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1672,is there a flight from boston to atlanta which leaves boston in the afternoon and arrives close to 5 pm,AskFlight
4548,please list nonstop flights from las vegas to new york on america west,"AskFlight, AskFlightWithAirline"
4273,show me the flights from cleveland to memphis,AskFlight
2455,what's the earliest flight from nashville to tacoma on american on tuesday the eighteenth of may,"AskFlight, AskFlightWithAirline"
2841,do you have a flight from salt lake city to st. petersburg on june second,AskFlight
4687,how much does it cost to fly on delta from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2912,show me fares leaving on tuesdays from denver to go to dallas,"AskFlight, AskFlightWithCost"
2803,i want a return flight from washington to dallas on american airlines,"AskFlight, AskFlightWithAirline"
1872,show business class fares from san francisco to denver on united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
781,what are the most expensive first class tickets between atlanta and dallas,"AskFlight, AskFlightWithCost"
4515,from las vegas to new york a nonstop twa and fare,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1919,show me the prices of first class tickets on us air round trip from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2776,what is the price of a one way fare from boston to denver on continental airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3446,i want to book a flight from salt lake city to westchester county,AskFlight
2937,how much does it cost to fly on american from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4403,what's the price of the least expensive first class round trip ticket on us air from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1857,how much does it cost to fly directly from philadelphia to san francisco on american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1880,how much does a first class round trip ticket from cleveland to miami on us air cost,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2770,list all round trip fares from st. petersburg to washington,"AskFlight, AskFlightWithCost"
3182,i also need to go to san francisco on wednesday evening from dallas,AskFlight
3501,where does continental fly to from chicago,"AskFlight, AskFlightWithAirline"
592,on august thirtieth please schedule me on a flight from denver to san francisco early in the morning,AskFlight
9,show me the flights on american airlines which fly from st. petersburg to ontario canada with a stopover in st. louis,"AskFlight, AskFlightWithAirline"
1649,is there a flight on twa from baltimore to san francisco with a stop in denver,"AskFlight, AskFlightWithAirline"
2126,which northwest flights stop in denver before noon,"AskFlight, AskFlightWithAirline"
3116,what flights does american airlines fly from philadelphia to dallas,"AskFlight, AskFlightWithAirline"
4486,i would like to fly from boston to philadelphia next thursday,AskFlight
262,what is the cost of a ticket going from denver to boston july twenty fifth 1991,"AskFlight, AskFlightWithCost"
3516,show me all midwest express flights from detroit to chicago,"AskFlight, AskFlightWithAirline"
4698,i need a flight delta airlines kansas city to salt lake,"AskFlight, AskFlightWithAirline"
1981,what is the round trip thrift fare on us air from boston to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3018,does american airlines fly to san francisco from atlanta,"AskFlight, AskFlightWithAirline"
1922,show me the first class fares from boston to denver,"AskFlight, AskFlightWithCost"
5339,list delta flights from seattle to salt lake city with aircraft type,"AskFlight, AskFlightWithAirline"
3070,show me all the united airlines flights leaving dallas,"AskFlight, AskFlightWithAirline"
2963,show me the fares for delta flights from dallas to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4665,give me all the flights from new york to miami round trip,AskFlight
2617,what's the cheapest flight from san francisco to denver,"AskFlight, AskFlightWithCost"
2182,what united airlines flights go through denver,"AskFlight, AskFlightWithAirline"
1898,what is the round trip first class fare on united from boston to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4452,what is the price of american airlines flight 19 from new york to los angeles,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
,show me the flight from detroit to pittsburgh on november for american,"AskFlight, AskFlightWithAirline"
1658,what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm,"AskFlight, AskFlightWithAirline"
5512,i need a first class round trip airfare from Detroit to Saint Petersburg .,"AskFlight, AskFlightWithCost"
5217,what is the cheapest fare that i can get between philadelphia and san francisco,"AskFlight, AskFlightWithCost"
2800,show me one way flights from milwaukee to orlando,AskFlight
1880,how much does a first class round trip ticket from cleveland to miami on us air cost,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4623,what is the earliest flight from boston to san francisco,AskFlight
3939,list flights from newark to houston,AskFlight
782,what is the most expensive one way fare between detroit and westchester county,"AskFlight, AskFlightWithCost"
4639,what is the cheapest fare from baltimore to dallas in any class,"AskFlight, AskFlightWithCost"
3867,are there any flights from atlanta to denver,AskFlight
1872,show business class fares from san francisco to denver on united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
792,what is the most expensive flight from dallas to baltimore,"AskFlight, AskFlightWithCost"
786,what is the lowest cost fare that delta has between boston and san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
546,which airlines provide direct flights between washington and denver,AskFlight
1910,what is the first class fare for a round trip dallas to denver,"AskFlight, AskFlightWithCost"
3049,i'd like to fly continental airlines between boston and philadelphia,"AskFlight, AskFlightWithAirline"
1904,what united airlines first class airfare flights are available from denver to baltimore on july three,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
209,could you give me the schedule of flights for american and delta to dfw on august fifteenth,"AskFlight, AskFlightWithAirline"
148,what's the lowest round trip fare from bwi to any city,"AskFlight, AskFlightWithCost"
4760,i want to go from san francisco to denver,AskFlight
15,i need a flight on air canada from toronto to san diego with a layover in dc,"AskFlight, AskFlightWithAirline"
1982,show me the coach fares from baltimore to dallas,"AskFlight, AskFlightWithCost"
5093,what's the cheapest flight from columbus to st. louis round trip on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2539,what is the cheapest fare from dallas to denver round trip,"AskFlight, AskFlightWithCost"
2183,does american airlines offer a flight from boston to oakland which stops in denver,"AskFlight, AskFlightWithAirline"
4213,i'd like to travel from burbank to milwaukee,AskFlight
4979,what is the most expensive flight from boston to dallas round trip,"AskFlight, AskFlightWithCost"
797,what is the most expensive one way fare from boston to atlanta on american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
421,show me all flights from san diego to dulles on boeing 767,AskFlight
4553,first class fares from dallas to baltimore please,AskFlight
3498,which flights travel from kansas city to los angeles,AskFlight
,philadelphia to denver by air canada on tuesday please,"AskFlight, AskFlightWithAirline"
,one way fare from new york to san francisco by continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1880,how much does a first class round trip ticket from cleveland to miami on us air cost,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1880,how much does a first class round trip ticket from cleveland to miami on us air cost,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3458,show me flights from san francisco to denver,AskFlight
3360,i would like a flight from san diego to las vegas,AskFlight
423,which flight is a one way fare at 329 dollars from denver to pittsburgh,"AskFlight, AskFlightWithCost"
2932,how much does it cost to fly eastern airlines from atlanta to boston,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3069,give me the flights from denver to baltimore on united airlines,"AskFlight, AskFlightWithAirline"
5498,for American airlines i need round trip airfare from New York to San Diego .,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
300,show all flights and fares from pittsburgh to san francisco,"AskFlight, AskFlightWithCost"
3514,chicago to san francisco on continental,"AskFlight, AskFlightWithAirline"
2558,what is the cheapest flight from long beach to memphis,"AskFlight, AskFlightWithCost"
3437,list the flights between san jose and houston,AskFlight
254,please find a flight round trip from los angeles to tacoma washington with a stopover in san francisco not exceeding the price of 300 dollars for june tenth 1993,"AskFlight, AskFlightWithCost"
496,i would like to see the economy fares for pittsburgh to philadelphia,"AskFlight, AskFlightWithCost"
494,okay i need to see economy flights on united between dallas and baltimore,"AskFlight, AskFlightWithAirline"
1146,what is the cheapest round trip fare on continental 1291 round trip denver san francisco,"AskFlight, AskFlightWithAirline"
1834,list all flights from boston to san francisco with at least 3 stops,AskFlight
3704,what flights from miami to indianapolis on sunday,AskFlight
,cheapest one from florida to la,"AskFlight, AskFlightWithCost"
5236,i want a round trip fare from new york to san jose,"AskFlight, AskFlightWithCost"
,list flights on united airlines from san diego to toronto under 630 dollars,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4422,list all flights on united from san francisco to boston with fare code qx,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2947,what is the fare from boston to oakland on united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4995,show me the flights leaving saturday or sunday from milwaukee to phoenix,AskFlight
1280,show me all the flights out of boston today,AskFlight
2952,show me fares from baltimore to philadelphia,"AskFlight, AskFlightWithCost"
3553,is there a delta flight from denver to san francisco,"AskFlight, AskFlightWithAirline"
4646,what is the cheapest flight from boston to atlanta,"AskFlight, AskFlightWithCost"
274,on united airlines give me the flight times from boston to dallas,"AskFlight, AskFlightWithAirline"
2660,show me the cheapest flights from dallas to baltimore,"AskFlight, AskFlightWithCost"
235,show me all the eastern airlines flights leaving pittsburgh between 12 and 4 in the afternoon,"AskFlight, AskFlightWithAirline"
1898,what is the round trip first class fare on united from boston to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
233,what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon,"AskFlight, AskFlightWithAirline"
4452,what is the price of american airlines flight 19 from new york to los angeles,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4391,when does continental fly from philadelphia to denver on sundays,"AskFlight, AskFlightWithAirline"
4218,show me the flights from orlando to houston,AskFlight
2940,what is the airfare from pittsburgh to atlanta,"AskFlight, AskFlightWithCost"
3004,list all american airlines flights from phoenix to milwaukee on wednesday,"AskFlight, AskFlightWithAirline"
3445,please find a flight that goes from kansas city to newark to orlando back to kansas city,AskFlight
3071,does united airline have any flights from dallas to san francisco,"AskFlight, AskFlightWithAirline"
2776,what is the price of a one way fare from boston to denver on continental airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2914,list the fares of midway airlines flights from boston to philadelphia,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1341,the cheapest flights from atlanta to philadelphia that arrive after 12 pm on a tuesday,"AskFlight, AskFlightWithCost"
1876,i would like to know the first class fare on a flight from baltimore to denver,"AskFlight, AskFlightWithCost"
5187,i would like to return from chicago around 7 pm to kansas city,AskFlight
5094,how much does it cost to fly on twa from columbus to milwaukee,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2616,show me the cheapest flights from san francisco to philadelphia,"AskFlight, AskFlightWithCost"
5081,on july twenty third an early flight on american from philadelphia to san francisco,"AskFlight, AskFlightWithAirline"
1428,show all flights on united airlines from san francisco to denver to washington dc,"AskFlight, AskFlightWithAirline"
4779,show me the flights on sunday from tampa to charlotte,AskFlight
1279,what flights are available from boston to denver today,AskFlight
440,all flights from montreal less than 150 dollars,"AskFlight, AskFlightWithCost"
1112,how many northwest flights leave washington dc,"AskFlight, AskFlightWithAirline"
4504,what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4664,show me round trip fares from toronto to detroit on delta northwest us air and united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5003,i'd like the earliest flight information from boston to san francisco with a meal,AskFlight
1652,what is the price of business class from boston to san francisco on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
206,what is the cheapest flight from boston to bwi,"AskFlight, AskFlightWithCost"
3270,please list the flights from nashville to memphis on monday morning,AskFlight
1964,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5441,show American flights after twelve p.m. from Miami to Chicago .,"AskFlight, AskFlightWithAirline"
786,what is the lowest cost fare that delta has between boston and san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
403,show me the flights from all airports to love field,AskFlight
1410,a first class flight to san francisco on american airlines tuesday next week,"AskFlight, AskFlightWithAirline"
5267,tell me again the morning flights on american airlines from philadelphia to dallas,"AskFlight, AskFlightWithAirline"
1919,show me the prices of first class tickets on us air round trip from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
236,show me all the delta flights leaving pittsburgh between 12 and 4 in the afternoon,"AskFlight, AskFlightWithAirline"
1860,show me all nonstop flights from salt lake city to cincinnati,AskFlight
5424,also show me all flights from oakland to denver,AskFlight
2607,what is the cheapest round trip flight from atlanta to pittsburgh,"AskFlight, AskFlightWithCost"
2657,what is the cheapest fare from washington to san francisco,"AskFlight, AskFlightWithCost"
4167,show flights from denver to oakland,AskFlight
1919,show me the prices of first class tickets on us air round trip from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
768,give me the least expensive first class round trip ticket on us air from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2127,which flights on united airlines and northwest go through denver,"AskFlight, AskFlightWithAirline"
,one way fare from new york to san francisco by continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
797,what is the most expensive one way fare from boston to atlanta on american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4857,i need a flight from phoenix to atlanta,AskFlight
4009,give me the flights from phoenix to milwaukee,AskFlight
1629,i would like information on twa flights from washington to philadelphia,"AskFlight, AskFlightWithAirline"
3161,i want a flight from san diego to indianapolis that leaves tuesday afternoon,AskFlight
422,list the flights from new york to miami on a tuesday which are nonstop and cost less than 466 dollars,"AskFlight, AskFlightWithCost"
3283,please give me flights from atlanta to boston on wednesday morning and thursday afternoon,AskFlight
1872,show business class fares from san francisco to denver on united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3910,show me the flights from denver to philadelphia,AskFlight
3511,are there any continental flights between dallas and boston,"AskFlight, AskFlightWithAirline"
1668,flight on american from miami to chicago arrive in chicago about 5 pm,"AskFlight, AskFlightWithAirline"
2598,i want to see the cheapest flights from denver to atlanta,"AskFlight, AskFlightWithCost"
2922,show me fares from miami to new york,"AskFlight, AskFlightWithCost"
2459,what is the fare on the first flight from atlanta to denver on thursday morning,"AskFlight, AskFlightWithCost"
3523,list united flights from denver to san francisco on wednesdays,"AskFlight, AskFlightWithAirline"
2676,what's the cheapest flight from baltimore to dallas on american,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5434,what is the cheapest one way flight from Columbus to Indianapolis .,"AskFlight, AskFlightWithCost"
5091,how much does it cost to fly from columbus to st. louis round trip on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3543,what flights does delta have between boston and san francisco,"AskFlight, AskFlightWithAirline"
2995,give me the flights from miami to new york using tower air,"AskFlight, AskFlightWithAirline"
2914,list the fares of midway airlines flights from boston to philadelphia,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1964,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4453,what is the first class fare on united flight 352 from denver to boston,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
,show me all flights from new york to san francisco on a thursday with one way fare,"AskFlight, AskFlightWithCost"
2932,how much does it cost to fly eastern airlines from atlanta to boston,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3507,fly from denver to philadelphia on continental,"AskFlight, AskFlightWithAirline"
5134,july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3062,please list for me the flights on united airlines between boston and denver,"AskFlight, AskFlightWithAirline"
3101,does united airlines have flights between boston and denver,"AskFlight, AskFlightWithAirline"
5134,july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1228,show me the flights from love field to other airports,AskFlight
2949,show me the fares from washington to oakland,"AskFlight, AskFlightWithCost"
2937,how much does it cost to fly on american from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5134,july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4330,please list me the flights and their cost of all airlines flying from denver to baltimore,"AskFlight, AskFlightWithCost"
5182,show me all flights from dallas to pittsburgh which leave on monday after 8 o'clock am,AskFlight
488,what is the economy thrift fare from boston to washington,"AskFlight, AskFlightWithCost"
797,what is the most expensive one way fare from boston to atlanta on american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5214,what is the cheapest flight from dallas to baltimore,"AskFlight, AskFlightWithCost"
3035,show flights from pittsburgh to oakland on us airlines with fare information,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4629,what is the last flight leaving san francisco going to washington on friday,AskFlight
2679,what's the cheapest fare from san francisco to baltimore,"AskFlight, AskFlightWithCost"
2663,what's the lowest round trip fare from dallas to atlanta,"AskFlight, AskFlightWithCost"
5091,how much does it cost to fly from columbus to st. louis round trip on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4993,show me the flights on delta or twa which go through atlanta,"AskFlight, AskFlightWithAirline"
5266,show me all the night fares between philadelphia and san francisco,"AskFlight, AskFlightWithCost"
4241,flights from miami to cleveland,AskFlight
,list flights on united airlines from san diego to toronto under 630 dollars,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3099,i'm trying to make a connection between denver and san francisco does delta airline fly between those two,"AskFlight, AskFlightWithAirline"
4264,show me all flights from boston to detroit,AskFlight
2370,list the flights from westchester county to cincinnati on june seventh leaving after 5 pm,AskFlight
4641,i'm interested in the cheapest fare from washington to fort worth,"AskFlight, AskFlightWithCost"
1442,show me the united flights which go from boston to washington dc,"AskFlight, AskFlightWithAirline"
5130,show business class fares on us air from boston to toronto,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4452,what is the price of american airlines flight 19 from new york to los angeles,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1852,nonstop flights denver to boston,AskFlight
1099,show me all overnight flights from washington dc to san francisco and list their fares,"AskFlight, AskFlightWithCost"
2727,could you please give me the cost of a round trip flight from denver to pittsburgh,"AskFlight, AskFlightWithCost"
3109,list american airlines flights from san jose to dallas friday afternoon,"AskFlight, AskFlightWithAirline"
3531,show me the northwest flights from detroit to st. petersburg,"AskFlight, AskFlightWithAirline"
2330,hi i need to go from newark to nashville on american airlines leaving around 630 pm,"AskFlight, AskFlightWithAirline"
3513,show me all the lufthansa flights between philadelphia and denver,"AskFlight, AskFlightWithAirline"
3909,what are the flights from dallas to philadelphia,AskFlight
2585,find the cheapest one way fare from boston to san francisco,"AskFlight, AskFlightWithCost"
3118,list all flights from atlanta to baltimore thursday morning,AskFlight
2631,could you please tell me the cheapest fare from atlanta to boston,"AskFlight, AskFlightWithCost"
4603,i'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,AskFlight
1319,show me the flights from dulles to san francisco leaving after 6 pm,AskFlight
707,what time does the flight leave denver going to san francisco on continental airlines,"AskFlight, AskFlightWithAirline"
605,how much is a us air boston to pittsburgh daily nonstop flight,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
794,show me the least expensive flight leaving miami on sunday after 12 o'clock noon and arriving cleveland,"AskFlight, AskFlightWithCost"
307,i need flight and fare information departing from oakland to salt lake city on thursday before 8 am,"AskFlight, AskFlightWithCost"
1871,what is the fare for a first class round trip ticket from detroit to st. petersburg,"AskFlight, AskFlightWithCost"
5046,what flights are available tomorrow from denver to philadelphia,AskFlight
1473,is there a united airlines flight from miami to washington dc arriving around noon,"AskFlight, AskFlightWithAirline"
2621,what is the cheapest fare one way between pittsburgh and denver,"AskFlight, AskFlightWithCost"
5093,what's the cheapest flight from columbus to st. louis round trip on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1240,what are the flights from la guardia to san jose on united,"AskFlight, AskFlightWithAirline"
2593,what is the cheapest flight on american airlines from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1872,show business class fares from san francisco to denver on united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5269,show me all flights from phoenix to milwaukee on american airlines on wednesday,"AskFlight, AskFlightWithAirline"
,what is the fare from oakland to boston,"AskFlight, AskFlightWithCost"
1633,please list the twa flights from las vegas to new york and fare,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5100,list all arrivals from any airport to baltimore on thursday morning arriving before 9 am,AskFlight
553,show me all connecting flights on united airlines between boston and san francisco,"AskFlight, AskFlightWithAirline"
5474,what is the cheapest first class ticket available flying from New York to Miami one way but also round trip .,"AskFlight, AskFlightWithCost"
3180,show all wednesday morning flights from denver to boston,AskFlight
305,list all sunday flights from cleveland to nashville and their fares,"AskFlight, AskFlightWithCost"
