id,tokens,intent
1006,show me the cheapest flight from pittsburgh to atlanta on wednesday which leaves before noon and serves breakfast,Flight
4011,i would like flights from ontario to tacoma,Flight
1694,find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm before 10 pm,Flight
1701,show me all flights from pittsburgh to oakland that arrive after 10 am,Flight
3868,i need information on a flight from boston to denver,Flight
1255,list all the arriving flights at general mitchell international,Flight
2436,what's the earliest flight i can get between boston and dallas,Flight
611,list daily flights from oakland to boston using twa,Flight
93,i'd like a red eye flight from new york to los angeles on saturday evening on us air,Flight
4047,show me all flights from denver to baltimore,Flight
5311,baltimore to newark wednesday morning,Flight
2982,where does canadian airlines international fly,NoFlight
1009,what is the earliest breakfast flight from philadelphia to fort worth,Flight
1148,what is the round trip fare on continental 1291 from denver to san francisco and return,Flight
5264,please give me fares from denver to philadelphia,Flight
2582,cheapest fare from memphis to seattle,Flight
4543,show me nonstop flights from toronto to st. petersburg,Flight
4712,what flights are available wednesday afternoon from denver to san francisco,Flight
2314,show me flights from seattle to san francisco that leave after 5 pm,Flight
3408,show me all flights from san francisco to pittsburgh on a monday,Flight
2570,i'd like to book the cheapest flight from atlanta to denver on august first,Flight
3650,sunday's flights between tampa and charlotte,Flight
3583,okay how about a flight on sunday from tampa to charlotte,Flight
646,please list the flights from pittsburgh to baltimore arriving may seventh,Flight
4116,i need a return flight from philadelphia to boston,Flight
3884,please list all flights from baltimore to atlanta,Flight
531,i need a connecting flight on continental on june fifth from chicago to seattle,Flight
5052,list all us air flights arriving in charlotte on saturday at 1 pm,Flight
650,what is the earliest united airlines flight flying from denver to baltimore and arriving on july fourth,Flight
1728,what airlines fly from boston to pittsburgh,NoFlight
4747,i am also interested in a flight that runs from st. louis to las vegas,Flight
593,give me a combination of continental flights from chicago to seattle that have meals early saturday morning,Flight
2511,find me the earliest flight from boston to atlanta,Flight
3099,i'm trying to make a connection between denver and san francisco does delta airline fly between those two,Flight
2382,i would like an early flight from la to charlotte monday morning,Flight
3631,find flight from phoenix to detroit on monday,Flight
4754,show flights from st. petersburg to charlotte,Flight
1451,give me information on flights from atlanta to washington dc on wednesday after 4 pm and thursday before 9 am,Flight
1988,all round trip flights between new york and miami coach fare,Flight
1067,i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm,Flight
1661,find a flight between st. petersburg and charlotte the flight should leave in the afternoon and arrive as soon after 5 pm as possible it should be a nonstop flight,Flight
766,i want a flight from montreal quebec to san diego california that leaves sunday,Flight
151,how do i get from bwi to washington,Flight
5491,please list flights departing from Toronto Canada to Washington on saturday .,Flight
337,how long does it take to get from kansas city to st. paul,NoFlight
2201,is there ground transportation from the airport to downtown phoenix,NoFlight
4015,list flights from dallas to houston,Flight
2545,what is the cheapest fare between denver and boston,Flight
4744,show flights from kansas city to minneapolis,Flight
2918,price of flight from cleveland to nashville,Flight
1130,what type of aircraft is used on american airline flight 315,NoFlight
1541,what is your last trip on august twenty seventh from washington to boston,Flight
1498,what do you have on monday from dallas fort worth to oakland california,Flight
3862,show me the flights from chicago to indianapolis,Flight
625,list daily flights from boston to oakland using twa,Flight
2161,i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta,Flight
1939,minneapolis to pittsburgh first class flight,Flight
4335,how far is toronto international from downtown,NoFlight
3598,list flights from milwaukee to san jose on wednesday,Flight
2851,i would like an early morning flight on june first from chicago into seattle on continental airlines,Flight
5275,is there a flight on united airlines from boston to denver,Flight
4560,show me one way flights from tampa to st. louis departing before 10 am first class,Flight
3529,are there any flights from chicago to minneapolis on saturday on continental,Flight
20,what is the ground transportation available in fort worth texas,NoFlight
5288,give me a list of the morning flights from atlanta to boston,Flight
3591,could you list for me the flights that leave oakland on sunday and arrive in dallas,Flight
2848,give me the flights leaving denver august ninth coming back to boston,Flight
673,how many canadian airlines international flights use aircraft 320,NoFlight
934,describe fare code qx,NoFlight
5177,hello i'm trying to find a flight that goes from pittsburgh to denver after 2 pm,Flight
4380,show me the flights arriving in baltimore on june fifteenth leaving either from denver or dallas,Flight
2952,show me fares from baltimore to philadelphia,Flight
5070,show me flights denver to washington dc on thursday,Flight
158,what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,Flight
3866,i would like to travel from boston to denver,Flight
172,can i have a rental car in houston,NoFlight
4389,what time does the tuesday morning 755 flight leaving washington arrive in san francisco,Flight
4815,what are the flights from pittsburgh to oakland,Flight
2409,need an inexpensive flight from baltimore to san francisco,Flight
1533,i'm trying to find a flight from kansas city to burbank on saturday the twenty second,Flight
4120,i'd like to fly from boston to baltimore,Flight
5063,give me the fares from miami to cleveland next sunday,Flight
3804,i would like a flight from philadelphia to san francisco,Flight
5206,what is the earliest flight from washington to atlanta leaving on wednesday september fourth,Flight
4455,does flight dl 1083 from philadelphia to denver fly on saturdays,Flight
4756,show me all flights from san francisco to pittsburgh on friday,Flight
2983,what are the classes of service for american airlines,NoFlight
1905,what is the latest first class flight of the day leaving dallas for san francisco,Flight
2454,what is the last flight from washington to boston,Flight
3763,what flights do you have from baltimore to san francisco,Flight
5145,what kind of ground transportation is there once i get to dallas,NoFlight
3249,what flights are available friday afternoon from pittsburgh to san francisco,Flight
4061,show me all the flights from baltimore to columbus,Flight
2210,what ground transportation is available from pittsburgh to downtown,NoFlight
2812,list all the flights from atlanta to philadelphia on august the first,Flight
4374,i would like to find flights from columbus to minneapolis on monday june fourteenth early in the morning or in the evening sunday june thirteenth thank you,Flight
1136,on eastern flight 825 from atlanta to denver can you tell me what type of aircraft used before 12 noon,NoFlight
3116,what flights does american airlines fly from philadelphia to dallas,Flight
1745,please show me airlines with flights from denver to boston with stop in philadelphia,Flight
1741,do the airlines still offer first class,NoFlight
2847,i need to book a flight from newark to tampa on april fourth,Flight
3906,do you have any flights from chicago to indianapolis,Flight
5400,what are the flights from boston to baltimore,Flight
439,show me all flights from atlanta to dallas round trip less than 1100 dollars,Flight
1592,explain the fare codes,NoFlight
3813,show me the flights between boston and san francisco denver and san francisco boston and denver,Flight
715,what are the schedule of flights from boston to san francisco for august first,Flight
4739,what are the flights from milwaukee to orlando on wednesday night,Flight
55,show me ground transportation in washington dc,NoFlight
398,what flights arrive at love field on june sixth,Flight
5236,i want a round trip fare from new york to san jose,Flight
1183,what type of aircraft does eastern fly from atlanta to denver before 6 pm,NoFlight
3738,i would like to see flights from cincinnati to salt lake city,Flight
2485,i need a late flight from san francisco to boston on wednesday,Flight
4933,show me the flights from dallas to baltimore with a fare of 415 dollars,Flight
4479,show me the flights from los angeles to pittsburgh which arrive at pittsburgh on monday,Flight
3638,requesting flight information from boston to denver on wednesday,Flight
4069,show me the flights from baltimore to pittsburgh,Flight
4059,what are the flights from atlanta to baltimore,Flight
4733,morning flights from pittsburgh to atlanta on wednesday,Flight
5474,what is the cheapest first class ticket available flying from New York to Miami one way but also round trip .,Flight
3124,give me flights from chicago to seattle on saturday morning,Flight
4095,show me flights from montreal to orlando,Flight
3410,what flights from las vegas to san diego,Flight
5022,give me the flights from washington dc to philadelphia for december second,Flight
825,is there ground transportation available at the phoenix airport,NoFlight
1931,i would like a coach class seat on a flight leaving denver arriving atlanta,Flight
4742,from las vegas to phoenix,Flight
1486,i'd like to get a flight leaving san francisco and arriving at philadelphia pennsylvania,Flight
1648,what does the airline code dl stand for,NoFlight
1401,show me all flights from denver to philadelphia which leave next saturday afternoon,Flight
2371,i would like to know flights on june fifteenth from long beach to columbus after 12 noon please,Flight
4484,i'd like a flight from st. petersburg to miami on that next thursday,Flight
1994,ground transportation in phoenix,NoFlight
4967,list the number of flights leaving boston for dallas fort worth before 9 am in the morning,Flight
3485,show me flights between new york city and las vegas,Flight
496,i would like to see the economy fares for pittsburgh to philadelphia,Flight
2713,what flights go from newark to boston after 1024 in the morning,Flight
1437,all flights from boston to washington dc on november tenth,Flight
1736,please show me airlines with flights from denver to boston with a stopover in philadelphia,Flight
3245,i would like information on flights from dallas fort worth to atlanta on wednesday morning,Flight
2303,is there an afternoon flight from charlotte to minneapolis around 2 pm,Flight
598,what flights are available from boston to washington late monday evening or early tuesday morning,Flight
4456,what airline is dl 98,NoFlight
4939,i would like to see the economy fares for denver to philadelphia,Flight
694,how many flights does continental airlines have with a class of service code f,NoFlight
939,please list all the flights from boston to denver which serve meals,Flight
1886,show me all first class prices from dallas to baltimore,Flight
545,is there a direct flight from atlanta to philadelphia that arrives in philadelphia around 12 noon,Flight
5384,give me flights from atlanta to baltimore,Flight
1225,show me the airlines for flights to or from love field,Flight
4006,find me a flight that flies from memphis to tacoma,Flight
2083,what kind of ground transportation is there in philadelphia,NoFlight
4005,i would like a flight from philadelphia to dallas,Flight
3557,what delta flights are available from pittsburgh to san francisco,Flight
662,how many cities are served by lufthansa with first class flights,NoFlight
4156,list the flights from cleveland to memphis,Flight
547,i would like direct coach flights from pittsburgh to atlanta,Flight
3429,does the airport at burbank have a flight that comes in from kansas city,Flight
2309,show me the flights from boston to san francisco leaving after 4 pm on friday,Flight
4114,i would like to fly from pittsburgh to atlanta,Flight
3794,show me all flights from miami to new york,Flight
2887,on june eighth what flights go from westchester county to cincinnati,Flight
3750,i need flights departing from oakland and arriving salt lake city,Flight
2618,please find the cheapest fare from boston to san francisco,Flight
1261,is there ground transportation in dallas from the dallas airport to downtown dallas,NoFlight
2677,show me the cheapest one way tickets from atlanta to dallas,Flight
3213,i need information for flights leaving san francisco on thursday evening and returning to boston,Flight
1710,i would like a flight from philadelphia to dallas arrive dallas about 12 noon,Flight
1324,which flights are leaving atlanta and arriving in st. louis close to 230 pm on tuesday,Flight
68,list all flights leaving denver between 8 pm and 9 pm,Flight
1867,give me the flights from memphis to las vegas nonstop,Flight
3201,what do you have from philadelphia to dallas on saturday morning,Flight
3716,what flights are there on sunday from seattle to minneapolis,Flight
3152,show me all the flights from charlotte to minneapolis on tuesday morning,Flight
826,is there ground transportation available at the indianapolis airport,NoFlight
5002,show me all flights on thursday from atlanta to oakland which arrive in oakland before 5 o'clock pm and serve a meal,Flight
3567,show sunday flights from seattle to chicago,Flight
660,how many stops are on all flights from boston to san francisco that depart before 12 o'clock noon,Flight
2562,i want the cheapest flight from pittsburgh to atlanta,Flight
3413,delta flights from san francisco please,Flight
1918,what is the airfare for a round trip first class ticket from detroit to st. petersburg,Flight
887,show me the flights from boston to pittsburgh on wednesday or thursday,Flight
4137,show me the flights from philadelphia to atlanta,Flight
777,what flight from boston to baltimore is the least expensive flight,Flight
5014,i want to leave oakland and arrive in boston at 5 o'clock in the afternoon,Flight
1175,leaving denver flying to san francisco before 10 am what type of aircraft is used,NoFlight
1578,what flight leaves dallas for atlanta on august twenty seventh in the evening,Flight
2843,which flights travel from indianapolis to san diego on april fifth,Flight
59,what is the coach economy class night service from boston to san francisco,Flight
3798,show flights from dallas to san francisco,Flight
4768,when are the american flights from phoenix to milwaukee,Flight
928,what is fare code y mean,NoFlight
2162,all northwest flights with stopovers in denver,Flight
3869,give me flights that arrive in baltimore from denver,Flight
3739,show flights from denver into san francisco,Flight
5272,please list the friday flights from houston to milwaukee on american airlines in the evening,Flight
3822,which flights go from philadelphia to san francisco,Flight
4817,flights from columbus to milwaukee,Flight
894,fare code y what does that mean,NoFlight
2502,for each airline flying between boston and san francisco what is the earliest flight,Flight
1655,i'd like to fly from miami to chicago on on american airlines arriving around 5 pm,Flight
4632,i'd like to find the earliest flight possible from san francisco to atlanta,Flight
4971,what time does twa depart from boston to go to san francisco,Flight
1603,what does the abbreviation ua mean,NoFlight
3756,i'd like to book two flights to westchester county,Flight
165,flight numbers from chicago to seattle,Flight
3067,okay all right do you have a flight on united airlines from atlanta to washington,Flight
3597,what flights return from denver to philadelphia on a saturday,Flight
4284,list the arizona airport,NoFlight
3404,san francisco to philadelphia please,Flight
2493,i need a cheap flight from baltimore to san francisco,Flight
361,list airports in la,NoFlight
2359,list all flights going from boston to atlanta before 7 o'clock am on thursday,Flight
600,list daily flights from boston to atlanta,Flight
884,i want a flight that leaves from charlotte to newark that leaves in the afternoon or evening,Flight
453,how many seats in a 734,NoFlight
3391,please list all flights from new york to miami any any type of class,Flight
873,list all round trip flights from indianapolis to orlando departing either on december twenty seventh or on december twenty eighth,Flight
325,please list the ground transportation from lga into new york city,NoFlight
3805,please list the flights from chicago to kansas city,Flight
1107,looking for a flight from dc to denver colorado,Flight
3300,give me the flights from phoenix to milwaukee on wednesday evening,Flight
3428,i need information on flights between st. petersburg and charlotte,Flight
4371,give me the flights from boston to san francisco leaving early today,Flight
4505,cheapest round trip fare from or indianapolis to orlando on december twenty fifth,Flight
3100,does american airlines fly from philadelphia to dallas,Flight
2269,display all the flights from baltimore to dallas which leave after 4 pm,Flight
562,show me all flights direct only from boston to san francisco or oakland that arrive before 10 am local time,Flight
2290,i would like a flight from washington to boston on august twentieth at 324 pm,Flight
3378,show me all flights from san francisco to atlanta,Flight
3197,what flights leave from cincinnati in the morning and arrive in tampa,Flight
4975,on sunday evening i would like to leave montreal quebec on a flight to san diego california,Flight
4968,what's the schedule of flights from atlanta to boston on august first,Flight
3835,show me flights from montreal to orlando and long beach,Flight
5346,show me all the flights from indianapolis to charlotte on monday,Flight
5461,list U S Air flights from Dallas to Boston .,Flight
2108,can you list all flights departing from toronto and landing in san diego with a stopover in denver,Flight
3661,milwaukee to phoenix on saturday,Flight
4868,display all flights leaving from toronto to san diego on us air laying over in washington dc,Flight
3133,what afternoon flights are available from denver to san francisco on wednesdays,Flight
2594,what are the cheapest round trip flights from denver to atlanta,Flight
4179,what are the flights between milwaukee and pittsburgh,Flight
1402,give me us air flights for next wednesday from cleveland to miami,Flight
2840,i would like an early morning flight from chicago into seattle on june first on continental airline,Flight
831,what type of ground transportation is available at philadelphia airport,NoFlight
1040,i want to leave boston at 838 and arrive in denver at 1110 in the morning,Flight
3052,i'd like a united airlines flight on wednesday from san francisco to boston,Flight
2492,what is the latest flight departing from boston to san francisco,Flight
793,what is the lowest cost for a one way ticket from boston to washington,Flight
5238,i would like to book a round trip flight from kansas city to chicago,Flight
2292,flights from cincinnati to dallas departing after 718 am,Flight
4248,flight from milwaukee to chicago,Flight
5397,what flights go from boston to dallas,Flight
5408,can you show me flights from baltimore to dallas,Flight
3104,flights from cincinnati to denver on american airlines,Flight
4320,show me all the us air flights to pittsburgh between 12 and 4 in the afternoon,Flight
2682,i'd like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth,Flight
1180,well i'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning,NoFlight
3574,show flights from burbank to milwaukee on monday,Flight
3289,list all flights leaving san francisco monday afternoon arriving in pittsburgh,Flight
5375,i need to fly from boston to denver and then to san francisco and back to boston,Flight
3401,flights from long beach to nashville,Flight
1934,please show me again the first class fares from baltimore to dallas,Flight
441,round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars,Flight
2954,fares and flights from denver to philadelphia,Flight
1016,show me all all flights from pittsburgh to atlanta on wednesday which leave before noon and serve breakfast,Flight
1565,tell me about flights on american airlines from dallas fort worth to philadelphia on june twenty ninth,Flight
3149,i want to travel from philadelphia to boston on wednesday afternoon,Flight
1128,show me all the information about the flight from baltimore to dallas which is listed dl 1055 dl 405,Flight
1224,list all the flights that fly into general mitchell international,Flight
1194,what kinds of planes are used by american airlines,NoFlight
4442,i would like to originate my flight in washington dc stop in denver with the destination city of san francisco,Flight
5123,i'd like to buy a coach class ticket for a flight from denver to atlanta,Flight
4305,now i'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,Flight
4461,what type of aircraft leaves from boston to washington dc at 9 am during a weekday,NoFlight
2178,i would like a flight on continental airlines leaving from boston making a stop in denver and arriving in san francisco,Flight
1625,what airline is ac,NoFlight
419,show me the latest flight to love field,Flight
4433,give me all flights from boston to philadelphia next week arriving after lunch,Flight
4745,list flights from las vegas to phoenix,Flight
4734,what are the flights dallas to boston on monday morning,Flight
3318,i would like an afternoon flight leaving tuesday san diego to indianapolis,Flight
4666,how much is a round trip fare from nashville to seattle,Flight
613,list all daily flights between boston and oakland using delta airlines,Flight
1218,what kind of plane is used on the earliest flight from boston to san francisco afternoon,NoFlight
3260,what are the flights from baltimore to dallas on sunday afternoon,Flight
2265,flights from cincinnati to los angeles departing after 718 am,Flight
2146,what are all flights from san francisco to philadelphia with stops in pittsburgh,Flight
1531,on november twenty third what flights are available between boston and denver,Flight
4840,give me all the flights from memphis to charlotte,Flight
3768,show flights from philadelphia to san francisco,Flight
4552,first class flights pittsburgh to newark monday morning,Flight
1566,list flights from phoenix to detroit on thursday june twenty fourth,Flight
2226,i would like a flight leaving from washington to boston at 110 pm on august twentieth,Flight
345,how far is oakland airport from downtown,NoFlight
5490,what are the costs .,Flight
366,list the airports in la,NoFlight
2844,i need a flight from denver to pittsburgh on july seventh that leaves in the afternoon,Flight
3160,show me the flights that go from atlanta to washington on thursday mornings,Flight
2498,my question is i want to go to san francisco and i live in denver and i would like to fly on united airlines do you have an early flight,Flight
3861,all flights from pittsburgh to philadelphia,Flight
1542,i would like to book a flight for august twenty seventh with us air from baltimore to oakland what flights do you have available,Flight
3824,show me all flights from atlanta to san francisco,Flight
4010,what flights go from dallas to baltimore,Flight
752,information on american airlines from fort worth texas to philadelphia,Flight
97,what's the latest flight out of denver that arrives in pittsburgh next monday,Flight
2637,what is the cheapest flight from denver to oakland,Flight
5077,flight information on january twenty third from denver to san francisco,Flight
3112,show delta airlines flights from boston to salt lake city,Flight
1656,i would like to fly from atlanta to boston arriving in boston at 5 pm,Flight
1080,show me the flights from washington dc to san francisco with a stopover in denver,Flight
4286,what times does the late afternoon flight leave from washington for denver,Flight
4340,give me a list of airports in baltimore,NoFlight
1739,which companies fly between boston and oakland,NoFlight
2678,what is the cheapest fare between atlanta and san francisco,Flight
5241,now i need a one way flight from pittsburgh to denver,Flight
5248,i'd like the flights from san jose to nashville on the morning of friday june third,Flight
1027,what is the earliest flight from washington to san francisco on friday that serves breakfast,Flight
1365,a first class flight on american to san francisco on tuesday in the next week,Flight
1287,show me all flights for tomorrow from san francisco to pittsburgh,Flight
2632,find me the cheapest flight from boston to washington,Flight
2151,united airlines flights stopping in denver before noon,Flight
3800,i would like flights from minneapolis to san diego,Flight
4681,flights from atlanta august second,Flight
991,i'd like a flight tomorrow evening from nashville to houston that includes dinner for tomorrow,Flight
4325,show me all united flights from denver to san francisco for september first 1991,Flight
2941,i need fare information from denver to pittsburgh,Flight
449,how many people fly on a turboprop,NoFlight
150,what is the cost of a round trip ticket first class between oak and atl,Flight
5494,please give me a one way flight from Washington to Cincinnati .,Flight
2085,show ground transportation for pittsburgh,NoFlight
4916,what is mia,NoFlight
312,give me the flights and fares on december twenty seventh from orlando to indianapolis,Flight
4007,i want to leave from philadelphia and go to atlanta baltimore and boston please list these flights,Flight
1340,i would like information on flights from pittsburgh to baltimore arriving in baltimore before 10 am on thursday,Flight
4775,baltimore to philadelphia wednesday,Flight
1793,what airlines fly from baltimore to san francisco,NoFlight
3390,do any of the san francisco to boston flights leave on friday,Flight
3355,show me a list of the flights from san francisco to boston,Flight
1927,how much does a first class ticket cost from boston to san francisco round trip,Flight
4243,could i have the flights from newark to orlando please,Flight
4537,which airlines fly between boston and baltimore,NoFlight
5475,what flights do you have available on march twenty fourth leaving Minneapolis arriving in Seattle by .,Flight
2586,how much is the cheapest flight from denver to pittsburgh,Flight
4853,i would like to see all flights from denver to philadelphia,Flight
1184,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas,NoFlight
4909,show me a list of flights from denver to san francisco for september first 1991,Flight
2623,cheapest fare from indianapolis to seattle,Flight
772,show me the least expensive flight from miami to cleveland on sunday after noon,Flight
2444,what is the earliest flight you have that leaves philadelphia to dallas,Flight
4926,what are the two american airlines flights that leave from dallas to san francisco in the evening,Flight
3453,flights from los angeles to pittsburgh,Flight
402,i need a flight from salt lake to newark airport that arrives on saturday before 6 pm,Flight
2348,list flights from pittsburgh to los angeles which leave on thursday after 5 pm,Flight
3227,i want to fly from boston to denver and i don't want any stopovers and i'd like to fly only during the afternoon,Flight
1819,show me all round trip flights from new york to miami nonstop,Flight
4266,what are the flights from dallas to baltimore,Flight
5166,find the cheapest flight from denver to atlanta with a stopover in pittsburgh,Flight
4181,i would like to travel from indianapolis to houston,Flight
2361,please show me flights from pittsburgh to boston on saturday morning after 8 am,Flight
4529,cleveland to miami on wednesday arriving before 4 pm,Flight
1396,tell me about flights from charlotte to atlanta next tuesday,Flight
671,how many first class flights does delta airlines have,NoFlight
3875,list the flights from memphis to cleveland,Flight
1288,what do you have tomorrow morning from pittsburgh to atlanta,Flight
3293,please list the morning flights from kansas city to atlanta,Flight
642,please list the cheapest flights from dallas to baltimore arriving on may seventh,Flight
2552,list the cheapest fare from charlotte to las vegas,Flight
1996,can you find out about the ground transportation available in atlanta,NoFlight
2717,show flights leaving miami to cleveland on us air that leave after noon,Flight
4409,ground transportation please in the city of boston between airport and downtown,NoFlight
308,list all flights and their fares for all flights between miami and indianapolis,Flight
4024,i need information from denver to pittsburgh,Flight
2973,list all flights from boston to san francisco on us air,Flight
3359,show flights from kansas city to orlando,Flight
3139,show me continental flights from chicago to seattle on saturday morning,Flight
2907,what are the flights from cleveland to indianapolis for wednesday the twelfth,Flight
5004,on continental flight 1765 from boston to san francisco what type of meal is served,Flight
5411,what flights are available from boston to denver,Flight
2838,my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,Flight
2750,show me round trip flights from montreal to orlando,Flight
5226,give me the cheapest flight from charlotte to long beach,Flight
5225,i want to fly from nashville to seattle and i want the cheapest fare round trip,Flight
2830,yes i need a flight from denver to pittsburgh on july seventh,Flight
3228,i need to know information for flights leaving dallas on tuesday evening and returning to atlanta,Flight
4469,please list the flights taking off and landing on general mitchell international airport,Flight
2529,shortest flights from nashville to st. petersburg,Flight
2374,what's the earliest flight from boston to philadelphia,Flight
1242,what flights takeoff and land at general mitchell international,Flight
2634,i'd like to find the cheapest flight from boston to san francisco,Flight
4910,what is the departure time of the latest flight of united airlines from denver to boston,Flight
4550,show me which flights from san francisco to pittsburgh on a monday are first class,Flight
2993,please list the wednesday american airline flights from milwaukee to san jose,Flight
2223,i would like to find flights from minneapolis to long beach after 4 o'clock on monday june fourteenth please,Flight
1653,what airline is as,NoFlight
3657,i need to fly from boston to denver this monday,Flight
265,show all flights from pittsburgh to san francisco on july twenty eighth 1991,Flight
1652,what is the price of business class from boston to san francisco on twa,Flight
4717,on friday night i would like a flight from newark to los angeles,Flight
4212,show all flights from pittsburgh to oakland,Flight
4038,could you please show me all flights from charlotte to milwaukee,Flight
3584,i want a flight on saturday from minneapolis to long beach,Flight
3153,i'd like a morning flight from newark to los angeles,Flight
647,what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon,Flight
4656,i need a flight from cleveland to dallas that leaves before noon see if too much information,Flight
759,show me flights leaving from denver colorado to pittsburgh pennsylvania on wednesdays after 5 pm,Flight
4445,list flights from washington dc to boston,Flight
3962,show me the flights from dallas to boston,Flight
943,what are the fares for flights serving a meal from boston to pittsburgh before noon on thursday,Flight
4959,i would like a nonstop flight from new york to las vegas on march second,Flight
2723,show me round trip tickets from new york to miami,Flight
1272,i need a flight from newark to los angeles leaving tomorrow evening,Flight
3624,show me flights from pittsburgh to san francisco on sunday,Flight
4833,show flights from pittsburgh to oakland,Flight
114,what are restrictions ap 57,NoFlight
4659,i need a flight from cincinnati to san jose leaving after 6 in the evening,Flight
2625,what is the cheapest flight from pittsburgh to atlanta one way,Flight
1106,i'd like to find the cheapest flight from washington dc to atlanta,Flight
1350,show me all flights from boston to denver which arrive in denver wednesday before noon,Flight
5453,show availability .,Flight
1923,how much is a round trip first class fare between boston and washington,Flight
5176,find the flights from boston to san francisco leaving after 6 pm,Flight
3541,is there a delta flight from boston to denver,Flight
3925,what are the flights from memphis to tacoma,Flight
4298,i'd like to arrange for two friends to fly into los angeles next saturday evening one of the people is coming from kansas city and the other is coming from las vegas,Flight
5327,i need a flight from st. louis to charlotte,Flight
3749,flight from denver to dallas fort worth,Flight
2275,i need a flight from pittsburgh to new york departing after 5 pm,Flight
1820,can you tell me the afternoon nonstop flights departing from atlanta to boston,Flight
1249,i need a flight on united airlines from la guardia to san jose,Flight
4904,show me all the us air flights leaving pittsburgh between 12 and 4 in the afternoon,Flight
3544,now list for me only the united flights that flight from oakland to boston,Flight
3384,flights between new york and san jose,Flight
1762,what airlines fly from philadelphia to san francisco,NoFlight
3141,los angeles to pittsburgh afternoon tuesday,Flight
1362,get me a first class flight on american to san francisco on tuesday next week,Flight
4247,what flights go from dallas to phoenix,Flight
156,flight number from dallas to houston,Flight
516,yes i'd like to find a flight from memphis to tacoma stopping in los angeles,Flight
3190,how about a flight from milwaukee to st. louis that leaves monday night,Flight
5158,i'm trying to find a flight from columbus to phoenix through cincinnati,Flight
2174,i want a flight from philadelphia to dallas with a stop in atlanta,Flight
2120,what flights go from philadelphia to dallas with a stopover in atlanta,Flight
239,what's the fare for a taxi to denver,NoFlight
5091,how much does it cost to fly from columbus to st. louis round trip on twa,Flight
2316,all flights from denver to pittsburgh leaving after 6 pm and before 7 pm,Flight
828,what type of ground transportation is available at logan airport,NoFlight
1510,show me all flights on us airlines from boston to oakland california which leave after 11 o'clock am,Flight
2318,do you have a 9 o'clock flight from boston to philadelphia,Flight
4214,i need a flight from baltimore to seattle,Flight
2282,show me one way flights from tampa to st. louis departing before 10 am,Flight
2055,please show ground transportation to milwaukee,NoFlight
529,i want a direct flight from oakland to boston that leaves on a wednesday,Flight
2705,i want to travel from pittsburgh to oakland around midnight could you give me the flights,Flight
2079,what ground transportation is there in denver,NoFlight
5385,show me all flights between boston and washington,Flight
63,i want to know what flights you have available coach or economy class from baltimore to dallas,Flight
2141,do you have a flight from philadelphia to san francisco with a stopover in dallas,Flight
2734,list all round trip flights from orlando to kansas city,Flight
2462,list the earliest flights from atlanta to denver on a monday,Flight
3970,list all flights from memphis to seattle,Flight
1668,flight on american from miami to chicago arrive in chicago about 5 pm,Flight
3375,show me flights from san francisco to boston on thursday,Flight
2759,find travel arrangements for a one way flight from san francisco to dallas,Flight
1240,what are the flights from la guardia to san jose on united,Flight
3580,i need information flight information for tuesday on a flight leaving baltimore bound for dallas,Flight
862,hi i'm calling from boston i'd like to make a flight to either orlando or los angeles,Flight
3933,what are the flights from milwaukee to seattle,Flight
841,show me the ground transportation to westchester county,NoFlight
3593,i'm requesting flight information on a flight from denver to san francisco on wednesday,Flight
3451,show me the delta flights from san francisco to boston,Flight
3317,show me morning flights from toronto,Flight
160,please show me the return flight number from toronto to st. petersburg,Flight
3554,i'd like information on a flight from denver to san francisco on united air,Flight
4851,list all flights from baltimore to philadelphia,Flight
2681,i'd like to fly from boston to san francisco could you find me the cheapest fare,Flight
380,what's the smallest plane flying from pittsburgh to baltimore on december seventeenth,NoFlight
2850,show me flights from boston to washington leaving july fifteen,Flight
4443,show me a list of flights on july twenty second leaving dc to dallas leaving dc after 6 pm,Flight
484,show me the flights from dallas to baltimore at economy level,Flight
5323,show me flights from san francisco to seattle,Flight
2697,show me all flights from philadelphia to denver on sunday which leave philadelphia after noon,Flight
4676,i need a flight from chicago to dallas on continental on june fifth,Flight
3430,saturday flights from las vegas to phoenix,Flight
65,list flights from atlanta to boston leaving between 6 pm and 10 pm on august eighth,Flight
4522,i need a flight on american airlines from miami to chicago that arrives around 5 pm,Flight
1892,what is the first class fare from boston to dallas,Flight
3136,show flights from boston to denver on wednesday morning,Flight
2071,show me ground transportation in boston and in baltimore,NoFlight
3443,give me a flight from new york city to las vegas and a flight from memphis to las vegas that arrive at the same time,Flight
4241,flights from miami to cleveland,Flight
450,what is the seating capacity of the 733,NoFlight
